hero1,hero2,hero3,hero4,hero5,result
36,44,96,106,108,0
45,53,60,84,85,1
3,6,9,92,96,0
6,40,60,84,94,0
6,15,36,77,110,0
27,38,72,73,92,1
27,53,77,79,83,0
15,36,84,85,90,0
57,61,72,74,114,0
54,77,83,92,100,1
26,45,73,92,113,1
0,8,35,83,122,1
8,25,61,92,115,1
5,12,104,116,122,1
2,22,83,97,119,1
43,54,83,104,113,1
8,45,60,61,119,1
34,81,83,119,122,0
18,20,22,43,77,0
7,18,80,81,104,1
25,89,102,104,110,1
8,75,97,115,119,1
5,61,75,115,119,0
22,26,45,100,122,1
8,21,33,35,122,0
26,56,63,102,122,0
14,27,36,75,99,1
24,45,56,78,116,1
9,15,18,80,113,0
9,41,57,96,119,0
45,83,104,113,117,1
56,75,80,115,117,1
61,72,81,107,119,1
7,45,75,104,117,0
10,18,57,75,99,1
20,25,102,104,106,0
74,83,90,92,104,1
22,45,75,110,116,0
12,23,72,104,113,1
61,66,83,115,119,1
32,53,56,89,113,0
32,42,56,97,113,0
23,27,43,54,92,1
27,72,75,92,106,1
45,68,81,83,86,1
33,57,74,77,92,1
23,26,61,115,122,0
7,18,75,93,115,0
62,83,104,113,115,1
32,81,89,106,119,0
8,57,92,110,119,1
8,49,57,60,119,0
5,23,35,104,122,0
23,34,72,100,104,1
34,43,92,104,116,1
56,57,62,83,104,1
23,56,110,113,115,0
23,72,74,81,104,1
18,77,81,92,100,1
16,81,83,99,115,1
16,77,81,85,100,1
16,56,57,61,92,0
18,56,81,99,115,0
26,43,77,83,92,1
16,43,57,96,122,0
41,57,75,99,104,1
23,34,74,104,107,0
6,56,61,80,113,1
8,85,97,104,122,1
5,12,16,80,83,1
14,18,47,52,92,1
18,57,83,86,115,0
8,33,49,67,72,1
33,35,40,56,57,1
8,40,67,100,120,0
37,57,86,109,111,1
28,56,66,72,109,0
34,42,72,104,106,1
6,28,50,56,90,0
33,57,62,72,92,1
18,26,47,67,106,1
8,18,72,88,94,0
5,40,56,85,86,0
35,42,57,104,109,0
26,33,61,83,104,0
18,26,62,75,96,1
19,76,77,104,106,0
19,76,106,107,122,1
47,48,49,67,71,0
5,75,86,95,112,1
23,27,52,79,107,1
27,48,55,83,100,1
3,6,7,11,83,1
5,36,48,52,112,0
20,27,52,83,95,1
20,36,73,83,95,1
27,52,83,90,107,0
23,29,70,71,93,0
14,39,43,70,107,1
29,48,64,77,100,1
36,43,48,71,97,0
14,45,48,55,73,0
43,86,104,107,119,0
14,29,43,70,113,1
26,36,64,73,104,1
20,36,43,64,104,0
26,36,64,73,104,0
25,71,100,107,117,1
3,8,48,71,83,1
3,8,70,71,107,0
4,29,71,75,102,1
23,26,29,71,74,1
18,71,75,100,107,1
24,26,75,100,104,1
14,25,55,61,73,1
29,43,79,87,102,1
14,25,61,100,107,0
24,48,100,101,107,0
4,11,34,47,97,1
4,14,36,71,104,0
11,31,47,48,106,0
36,55,73,77,84,1
75,79,97,100,101,1
6,11,17,34,53,1
20,29,42,49,81,1
6,17,31,53,84,0
4,48,77,101,104,1
26,29,36,49,80,1
21,26,48,49,50,1
4,6,26,34,45,1
24,26,34,48,73,0
6,49,61,104,112,1
6,26,32,55,73,0
15,27,47,75,104,0
15,21,64,94,113,1
21,26,45,64,94,1
21,27,30,64,94,0
6,15,21,110,113,1
16,30,45,65,73,0
16,29,73,113,117,0
16,20,45,61,73,0
31,49,61,83,112,1
11,21,42,47,110,1
26,36,61,72,83,0
20,29,50,64,73,0
16,34,45,72,73,1
16,32,72,73,83,0
11,34,60,70,110,1
6,32,100,104,112,0
70,87,94,101,113,1
20,29,60,70,110,1
7,60,70,72,110,1
18,20,49,113,120,1
11,21,108,110,120,0
21,26,60,94,120,0
11,29,97,113,120,1
20,25,29,45,94,1
10,54,72,111,113,1
29,97,101,113,120,0
10,29,100,111,113,0
11,55,73,96,120,1
28,30,37,70,77,1
6,14,18,49,99,1
20,32,70,95,97,1
6,20,29,54,71,1
20,25,30,63,96,0
6,14,29,54,71,1
3,26,29,70,86,1
14,29,63,86,119,1
26,47,87,88,100,1
6,26,47,49,77,1
14,28,60,77,120,0
0,1,7,28,30,1
26,50,54,70,71,1
11,28,30,42,62,1
20,30,54,70,93,0
6,34,47,84,94,1
4,26,32,70,77,0
6,34,97,101,118,1
26,29,49,85,118,0
20,55,70,73,81,0
6,14,28,29,99,0
30,62,65,85,97,1
7,30,51,71,106,1
72,77,88,96,97,1
1,26,29,88,110,0
6,20,29,97,99,1
26,61,63,87,101,1
70,77,84,97,99,1
18,25,28,62,64,1
30,63,70,71,77,1
26,51,67,96,97,1
4,26,46,88,94,1
3,26,61,83,88,0
20,67,80,85,97,1
34,36,47,94,101,1
20,49,80,88,97,1
0,77,84,97,118,0
3,6,57,72,96,0
28,72,77,86,114,1
16,29,47,69,97,1
24,72,73,78,116,1
11,16,47,49,72,1
26,30,49,71,85,1
0,41,47,53,97,1
1,67,69,80,116,1
0,9,12,84,87,1
71,72,73,84,116,0
19,55,74,82,105,0
30,49,77,86,114,0
20,25,49,67,80,1
0,1,26,43,87,1
20,47,49,85,95,1
0,47,57,63,87,1
4,6,34,99,101,0
16,26,36,47,97,1
14,41,47,49,68,0
2,7,57,94,96,1
24,26,57,94,116,0
20,29,49,50,116,1
62,69,87,97,104,1
18,20,36,62,97,1
7,36,49,80,95,0
2,20,96,104,121,0
0,17,84,87,100,0
49,57,96,107,116,0
1,7,43,70,107,0
32,49,68,83,111,0
19,30,33,45,49,0
31,37,47,84,85,0
31,37,50,96,101,1
37,50,68,71,101,0
0,6,21,32,97,0
0,19,45,47,49,1
31,37,60,84,99,1
21,27,31,62,84,1
16,29,47,49,84,1
2,16,29,49,101,1
16,29,49,84,86,0
31,33,63,72,96,1
29,37,63,84,109,0
8,21,31,45,97,1
30,63,77,85,99,1
14,31,47,97,118,1
47,83,85,97,101,0
32,33,55,73,85,1
19,29,33,50,100,1
31,37,60,68,100,0
3,19,21,60,104,0
14,45,49,50,85,0
29,49,85,102,104,0
14,19,45,83,94,1
19,40,43,55,89,1
16,35,36,45,47,1
32,35,36,46,89,1
30,50,62,64,78,1
23,11,13,51,54,1
19,34,40,63,83,1
14,19,40,85,94,0
9,23,45,54,120,1
0,16,32,35,83,1
46,47,68,71,89,1
1,40,44,45,111,1
4,37,44,45,119,0
15,23,44,45,54,0
32,35,48,60,101,1
33,40,43,55,87,0
21,27,36,43,55,1
34,35,48,72,104,1
14,16,45,49,89,1
1,34,40,44,72,0
32,35,36,48,78,1
36,43,48,55,80,0
25,44,66,69,96,1
35,45,48,60,69,1
32,44,46,66,83,0
32,36,44,49,66,1
12,14,48,60,71,0
7,32,69,77,110,1
62,99,102,107,112,1
8,62,64,77,96,1
16,21,26,59,106,1
0,4,19,21,81,1
14,62,64,102,107,1
0,7,77,96,100,1
53,59,105,111,112,1
5,7,16,62,96,1
0,32,33,62,77,0
14,19,21,99,110,0
1,25,26,37,83,1
0,21,64,96,97,1
19,50,69,96,100,1
9,19,69,81,107,1
9,26,48,99,104,1
26,48,81,97,104,1
0,19,21,37,96,1
16,46,74,96,104,1
8,16,74,81,107,1
19,28,69,81,105,1
9,20,25,99,105,1
19,96,100,105,108,0
19,63,99,101,104,1
34,55,98,104,113,1
9,26,99,101,112,1
16,37,69,99,104,1
8,63,81,104,119,1
25,63,86,101,104,1
8,16,29,40,74,0
25,37,69,81,105,0
16,34,35,81,104,0
19,41,46,71,82,1
11,31,48,55,82,0
26,33,37,48,59,0
41,91,96,104,112,1
16,74,77,102,104,1
25,31,63,66,71,1
19,62,69,71,95,0
99,25,91,104,112,1
19,30,91,96,108,0
25,33,63,67,96,1
9,33,48,71,104,1
8,16,40,83,91,0
4,77,91,104,111,0
71,81,102,105,119,1
0,3,26,48,77,0
16,26,49,96,112,1
28,87,99,102,105,1
33,35,48,99,104,1
2,18,26,63,71,1
13,55,102,105,119,0
0,2,35,96,104,1
26,67,81,99,119,1
33,35,70,71,104,0
48,63,69,96,104,1
7,41,91,99,119,0
21,28,105,108,113,0
26,35,92,96,112,1
33,55,67,81,119,1
25,30,63,77,112,1
57,81,90,92,99,1
32,64,81,88,104,1
23,59,78,83,115,1
0,2,35,67,96,1
21,48,57,59,115,1
26,36,48,49,96,0
25,37,96,102,104,1
25,30,65,81,115,1
2,30,32,33,35,0
0,62,87,92,96,1
32,63,64,72,92,1
59,67,90,92,102,1
16,46,51,59,115,0
16,62,65,67,72,0
0,35,36,45,111,1
26,36,81,104,115,1
8,29,35,80,92,1
32,36,66,83,121,1
0,6,30,96,99,1
66,92,99,104,115,1
36,72,80,97,102,0
18,35,57,86,92,0
45,64,67,85,121,1
47,64,70,91,104,0
8,83,88,94,96,0
33,110,111,115,117,0
0,45,60,85,121,1
20,29,70,77,110,1
1,8,85,87,115,1
29,45,85,90,121,1
16,18,75,115,121,0
1,20,29,36,115,1
26,29,44,77,100,1
14,45,100,118,120,0
29,65,70,71,115,0
27,46,75,100,107,1
27,60,70,84,110,1
14,40,60,63,119,1
27,32,60,85,100,0
14,24,29,100,119,1
32,36,40,46,121,0
47,60,85,107,110,1
0,29,44,79,110,1
23,44,77,100,107,1
14,27,60,63,92,1
14,40,60,70,110,0
27,92,107,110,117,1
16,32,37,72,107,0
36,96,107,117,121,1
14,27,36,63,75,1
3,16,21,27,107,1
8,32,44,107,110,1
12,17,27,60,119,1
24,72,107,109,118,1
27,30,54,79,92,1
12,29,32,96,115,0
8,36,37,72,97,0
29,64,65,100,115,0
8,32,36,61,79,1
32,36,37,64,79,1
35,36,64,67,115,0
11,27,36,54,79,0
5,47,60,68,80,1
10,21,36,77,117,0
1,16,45,46,85,1
1,14,16,36,80,0
9,32,48,64,80,0
8,26,60,85,96,1
24,31,37,70,101,0
32,63,64,107,109,1
17,24,46,92,117,0
36,64,77,82,107,1
8,45,47,60,68,1
12,27,60,85,90,1
5,17,47,99,107,0
0,16,21,45,73,0
6,64,83,96,110,0
16,30,46,63,80,1
16,18,60,63,81,0
27,33,46,75,117,1
24,30,54,65,119,1
16,27,34,80,111,1
30,32,42,55,65,0
7,27,54,75,119,0
30,36,45,62,64,0
6,27,29,64,112,0
45,46,75,117,120,1
8,16,101,110,111,1
17,42,46,63,115,0
2,27,46,110,120,0
18,33,45,79,117,0
7,18,32,33,94,1
7,30,33,106,113,1
17,18,45,80,120,1
12,30,64,77,119,1
8,18,35,75,113,1
18,30,54,80,120,1
16,65,77,80,107,1
6,45,63,77,83,1
7,16,80,83,110,1
6,55,64,80,83,0
8,33,75,94,115,1
16,20,30,45,94,1
16,18,64,72,96,1
45,63,72,75,120,0
30,33,102,110,115,1
8,44,70,77,110,0
42,45,80,82,85,0
24,30,77,117,120,0
32,36,54,75,80,1
46,64,77,99,107,0
17,33,45,72,75,1
0,54,83,96,120,1
18,64,67,111,122,1
3,18,33,45,111,1
4,18,33,45,122,0
0,33,67,75,115,0
63,96,104,112,119,1
64,72,100,104,116,1
8,18,55,83,100,1
26,64,68,96,118,0
17,26,33,83,115,1
33,51,55,96,110,0
44,45,55,83,100,0
4,26,36,107,115,1
4,32,65,107,116,1
9,33,96,97,104,0
17,30,32,33,64,1
17,32,33,54,83,0
32,63,64,104,119,0
32,37,41,83,108,0
8,49,85,107,115,0
46,100,104,115,116,0
0,29,33,35,40,1
29,84,94,96,120,0
7,43,54,87,120,1
46,77,87,120,121,0
70,73,87,96,101,1
33,72,107,110,115,0
33,71,73,107,115,1
62,96,101,118,120,1
33,61,75,83,96,1
29,44,77,88,121,1
7,30,58,64,120,1
7,24,30,58,120,1
1,33,64,67,96,1
1,70,72,96,112,1
1,19,67,77,101,1
24,36,43,67,96,0
19,58,67,77,108,0
29,33,34,77,110,1
80,102,104,110,120,1
24,29,74,96,101,1
1,29,102,112,115,1
8,24,29,43,96,1
60,63,72,115,119,1
8,72,77,100,101,1
1,77,102,107,120,1
75,77,81,107,113,1
1,44,101,107,115,0
8,9,29,75,96,1
0,8,47,60,96,1
2,8,9,29,96,1
19,29,54,81,96,0
24,33,72,73,96,0
24,34,49,96,107,0
6,14,51,58,62,1
8,65,78,104,116,1
2,77,87,90,97,1
8,60,64,101,112,1
29,35,77,113,116,1
70,96,102,106,116,1
0,14,28,32,50,1
0,14,51,64,99,1
2,13,32,43,104,1
0,12,47,51,53,1
14,50,58,77,105,1
12,53,85,104,120,0
37,46,96,102,104,0
2,9,57,92,99,1
2,27,57,87,100,1
26,29,33,77,110,0
51,74,75,96,102,1
31,50,57,100,113,1
57,63,89,118,119,0
0,32,51,100,102,1
35,40,104,113,119,0
7,27,50,58,75,0
2,27,57,92,121,0
13,32,38,51,63,1
4,33,67,96,102,0
7,13,38,51,81,1
8,18,32,51,113,0
18,27,38,100,115,1
32,33,51,53,72,0
2,32,50,84,100,1
29,51,64,77,113,1
7,29,47,51,81,0
0,32,51,64,102,1
51,58,77,102,120,1
51,64,77,101,107,1
7,13,29,71,120,0
27,38,51,99,100,1
51,75,77,100,102,1
2,51,63,77,101,1
27,31,89,100,104,0
75,77,84,100,107,1
18,50,51,64,102,0
2,29,64,96,113,0
51,99,100,107,112,0
6,31,32,60,104,1
109,81,87,101,115,1
41,88,96,101,106,1
32,54,60,104,120,1
6,54,61,77,110,0
61,70,96,101,106,0
25,32,54,61,92,1
41,46,96,97,120,0
25,40,61,87,101,0
32,54,61,88,110,1
8,25,31,45,104,1
29,53,81,88,96,1
27,32,41,54,92,0
26,53,61,88,115,0
3,25,77,92,101,1
2,45,51,63,101,0
25,31,53,66,115,1
8,17,31,32,89,1
8,31,60,81,115,0
31,46,89,96,106,0
6,9,38,40,100,1
6,57,62,77,92,1
7,27,38,100,119,0
26,33,53,77,92,1
26,46,86,92,96,0
33,38,61,95,103,0
32,33,90,92,110,0
14,40,53,60,85,1
58,68,71,107,115,1
45,92,100,107,113,1
7,24,29,117,121,1
8,18,51,63,80,1
3,6,57,92,96,1
6,71,107,113,121,1
21,77,92,113,121,1
45,51,70,80,102,0
45,62,68,84,92,0
41,46,53,77,120,0
6,13,15,16,50,0
14,68,92,96,100,1
42,71,77,81,107,1
6,57,92,96,121,1
6,32,57,63,92,0
6,57,62,81,92,1
13,25,77,107,121,1
36,40,92,95,99,0
68,71,80,100,104,1
41,68,96,102,121,0
25,57,62,96,107,0
33,83,101,104,115,0
3,77,107,113,117,1
27,38,81,117,121,1
33,45,72,100,113,1
32,33,50,63,66,1
6,41,47,57,106,1
21,24,32,57,99,1
40,79,84,89,100,1
6,41,58,96,102,1
15,32,33,81,104,1
24,96,98,100,102,1
15,27,33,40,98,0
27,58,85,107,113,1
27,64,66,79,98,0
27,32,58,79,107,1
66,73,79,107,113,1
24,36,58,96,101,1
41,42,57,58,96,1
42,64,84,96,100,0
9,33,96,101,104,0
0,58,87,96,102,0
45,63,92,104,113,0
41,81,96,99,120,1
16,27,32,36,110,0
102,107,113,115,121,0
8,15,36,79,104,0
9,41,57,99,119,0
27,36,64,75,115,0
15,24,80,87,101,1
15,21,50,57,85,0
15,41,77,102,118,0
9,16,26,45,81,1
26,33,61,81,108,0
57,75,77,100,107,1
2,26,77,100,107,1
1,24,54,56,77,1
7,56,81,104,116,1
22,32,93,104,113,1
16,22,51,52,77,0
32,56,81,87,106,1
16,54,81,104,110,1
23,53,54,77,107,1
23,53,65,104,115,1
7,34,56,104,119,1
23,32,53,54,87,1
23,24,56,57,64,1
23,32,57,58,122,1
27,100,107,113,119,1
27,33,43,81,107,0
7,54,64,107,119,0
1,7,30,77,119,0
64,66,104,119,122,0
22,34,52,77,107,1
16,77,92,94,113,1
8,56,58,113,119,1
24,33,77,99,107,0
9,22,23,77,92,1
23,24,56,64,115,0
8,52,77,92,116,1
23,29,81,96,110,1
22,75,77,107,110,0
8,9,22,80,92,0
23,53,56,66,96,1
33,77,81,100,109,0
1,18,24,77,116,0
8,28,60,76,109,1
13,40,83,100,109,1
34,76,83,86,97,1
32,33,34,35,56,1
47,81,92,107,110,1
13,38,76,86,109,1
13,38,80,97,109,0
33,35,50,54,60,0
8,68,86,89,96,1
13,40,68,86,87,1
76,78,92,97,99,1
19,56,63,77,81,1
13,76,87,97,100,1
32,34,60,86,97,1
13,18,86,88,96,1
54,77,86,97,111,1
16,40,76,78,111,0
19,63,76,83,113,0
40,86,88,97,101,0
18,56,72,81,86,0
13,32,38,97,100,0
8,19,32,49,60,0
0,7,41,61,113,1
25,41,58,80,90,1
0,41,72,96,110,0
18,34,40,41,121,1
25,40,51,72,81,0
40,68,81,92,112,1
6,9,40,54,68,0
36,40,81,95,121,1
58,80,84,105,117,0
61,65,92,112,117,0
25,71,80,95,121,1
6,41,61,103,112,1
0,38,54,61,96,1
9,25,62,80,95,1
7,8,18,41,81,1
25,41,54,100,118,1
0,40,42,95,121,1
7,18,34,61,81,1
18,40,42,81,92,0
18,38,40,112,121,0
41,68,80,81,113,1
18,39,41,47,90,1
17,18,61,80,112,1
0,35,40,65,95,1
42,80,88,95,121,0
25,49,80,95,112,1
7,8,18,81,95,1
25,42,81,95,99,1
0,8,61,81,103,0
18,40,81,95,112,1
6,38,39,80,90,0
18,32,81,92,101,0
6,9,54,67,80,1
8,39,42,67,80,1
34,40,42,67,121,1
25,39,80,95,112,1
6,8,41,80,121,1
6,8,67,81,99,0
6,8,61,80,110,1
0,8,95,103,110,1
38,42,80,84,121,0
25,39,54,67,80,1
0,41,47,54,73,1
8,9,25,67,80,0
6,34,40,67,121,1
0,67,73,112,118,1
0,42,67,73,118,0
0,6,80,90,121,1
9,25,54,67,80,1
9,13,25,67,80,1
0,9,39,40,95,1
7,8,18,41,81,1
9,25,40,54,67,1
13,18,25,80,121,1
0,47,81,95,112,0
0,8,41,47,121,0
25,32,67,81,112,0
6,24,39,50,95,1
39,40,87,112,119,0
18,50,53,54,119,0
79,84,89,104,109,1
6,9,50,84,89,1
6,24,81,84,89,1
6,79,84,89,99,0
6,84,89,99,114,0
6,39,40,60,95,1
40,65,95,109,111,1
24,58,61,79,109,0
18,72,81,89,96,0
6,9,79,95,113,1
6,35,50,60,72,0
6,72,89,96,100,1
6,72,89,96,99,1
6,9,24,32,98,1
6,58,72,112,119,1
18,27,40,81,95,0
18,24,39,79,95,1
6,9,79,95,112,1
6,9,79,89,101,1
9,72,84,87,119,1
0,40,84,89,104,1
6,7,39,95,112,0
6,9,112,114,119,0
2,58,84,89,109,1
6,9,33,34,40,1
18,33,72,81,84,0
0,24,84,95,99,1
9,48,84,89,96,0
6,44,80,84,100,0
27,33,61,79,87,0
6,9,72,89,114,1
15,24,36,72,118,1
18,26,77,93,114,1
26,27,34,47,79,1
18,34,40,56,100,1
18,26,93,112,114,1
6,34,61,100,104,0
11,18,89,104,114,0
7,16,26,34,118,0
18,26,32,34,119,1
6,11,18,47,77,1
9,18,34,104,119,1
18,22,71,77,112,0
18,22,40,71,119,0
22,41,47,87,115,1
18,70,78,114,115,1
22,26,34,77,104,0
6,7,9,22,34,0
18,34,79,100,104,0
1,6,11,40,119,1
1,19,22,34,80,1
1,19,22,66,114,0
0,22,38,47,77,0
7,11,22,26,119,1
7,22,26,81,119,1
18,26,77,81,112,1
26,60,68,77,100,0
0,11,47,77,104,0
6,26,34,67,104,0
6,9,22,77,122,1
6,38,65,66,77,1
1,7,16,81,104,1
12,16,77,113,119,1
7,12,16,114,122,1
8,16,32,99,119,0
7,16,62,81,104,0
6,34,35,80,104,1
18,40,93,104,113,1
18,32,99,104,114,1
16,35,54,104,119,1
1,18,104,114,122,1
7,16,26,54,119,1
7,18,34,66,119,1
16,24,34,77,104,0
66,104,112,116,122,0
11,12,16,67,77,0
15,16,34,114,119,1
6,12,77,81,104,1
1,7,16,112,122,1
6,54,102,104,122,0
16,54,66,104,122,1
1,18,77,81,119,0
9,18,75,77,119,1
11,16,35,104,122,1
7,16,26,67,81,1
7,12,16,114,119,1
0,7,26,114,119,0
18,66,99,114,119,0
7,12,19,112,119,0
6,34,66,114,119,1
6,8,81,104,119,1
18,34,54,104,122,1
7,18,26,114,122,0
23,65,97,112,114,1
6,34,104,108,119,0
6,8,34,104,122,1
6,26,104,112,122,0
16,34,81,97,114,1
16,34,40,78,97,1
6,12,77,114,122,1
16,40,78,97,113,1
0,35,40,75,104,0
25,49,80,104,114,0
6,32,78,97,114,1
16,32,38,52,114,0
6,7,9,54,104,1
7,34,47,69,97,0
1,2,7,34,67,1
2,50,72,78,97,1
7,35,54,89,97,1
40,70,72,78,104,0
46,70,72,89,110,0
24,67,86,109,114,1
1,67,103,109,114,1
7,16,30,60,86,1
34,46,50,67,109,1
7,8,30,35,109,1
2,7,67,78,114,1
16,30,40,62,109,1
16,30,40,62,69,1
24,42,67,86,114,1
11,47,78,88,97,1
25,56,63,86,90,0
40,78,88,97,114,0
13,42,47,63,97,0
4,13,42,47,56,1
2,4,47,63,67,1
7,13,62,67,88,1
13,58,88,97,103,0
4,25,52,56,109,1
40,46,67,86,88,0
28,63,72,88,104,0
4,11,42,52,104,1
32,34,42,50,67,0
4,42,47,63,67,0
7,69,86,88,104,0
28,34,86,104,109,0
11,25,40,52,56,0
7,11,38,62,109,0
42,47,54,62,67,1
2,56,78,97,114,1
2,11,54,104,114,1
4,19,63,90,104,0
18,47,93,104,109,1
13,42,77,78,104,0
6,45,86,101,109,1
66,86,92,96,105,1
32,86,101,105,111,1
8,25,40,117,121,1
45,66,86,92,109,0
25,71,73,101,105,1
25,66,93,96,107,0
25,40,66,81,92,1
6,81,86,102,111,1
25,32,37,41,57,1
6,68,73,77,101,0
6,53,54,80,105,1
25,33,54,80,121,1
40,83,84,105,117,0
53,80,101,105,117,1
8,25,80,110,117,0
25,54,73,80,117,1
6,73,80,101,105,1
6,53,68,77,101,1
6,8,32,99,117,1
40,99,101,105,111,1
6,13,33,40,45,0
5,6,17,33,77,1
6,23,39,46,77,0
6,25,73,77,102,1
25,77,81,101,105,1
40,73,84,105,117,1
25,40,66,81,105,0
32,41,83,84,121,0
25,37,41,47,57,1
13,36,71,117,121,1
25,80,86,102,105,0
13,25,32,73,117,1
13,25,80,99,111,1
36,41,81,96,101,1
32,41,57,73,105,0
6,73,77,102,117,0
36,41,95,96,121,1
80,83,101,105,121,1
6,32,36,95,99,1
6,40,53,102,105,0
41,83,96,101,121,1
25,41,54,96,121,1
33,99,101,102,117,0
32,36,62,68,95,0
13,92,95,99,109,0
5,25,36,80,99,0
19,57,101,104,117,1
6,33,46,47,104,1
33,57,73,101,117,0
3,33,42,57,117,1
32,36,73,101,117,1
41,44,57,59,96,1
15,32,41,101,117,1
6,44,57,60,104,1
6,33,92,101,104,0
29,32,41,42,110,1
15,32,41,57,98,0
41,72,96,111,121,0
15,41,46,47,79,1
57,79,99,101,117,0
36,57,79,84,108,1
9,36,57,108,117,0
33,57,81,85,96,1
6,12,33,57,102,1
16,40,60,84,121,1
6,36,57,102,104,1
15,33,40,41,108,1
36,79,81,96,108,1
6,9,40,57,117,1
37,41,47,66,79,0
3,33,79,81,104,1
41,46,85,104,115,0
16,36,84,93,108,0
9,15,16,50,85,0
16,44,54,72,97,0
9,19,27,87,96,1
27,33,60,61,96,1
9,32,41,57,60,1
6,9,13,27,38,0
6,16,54,73,115,0
6,33,57,61,96,1
9,36,44,57,115,0
15,27,32,41,92,1
6,32,33,57,61,1
6,33,54,96,104,1
8,15,33,36,96,1
33,36,61,102,104,0
8,33,61,77,87,0
15,32,33,36,46,1
6,15,32,44,61,1
6,15,33,44,61,0
3,33,36,57,104,0
19,34,43,105,115,0
32,41,53,108,111,0
12,19,22,27,117,0
19,54,58,77,105,0
18,19,22,46,77,1
1,8,22,115,116,1
22,33,34,77,107,0
1,12,27,107,113,0
15,33,54,56,96,1
1,33,46,77,107,1
33,43,60,96,104,1
12,36,56,104,113,1
19,22,41,66,96,1
19,22,47,107,113,0
8,33,61,115,117,0
8,15,33,102,117,1
12,19,22,84,89,0
6,7,9,16,104,0
6,41,66,96,104,1
8,19,78,104,117,1
1,7,19,96,104,1
1,8,104,116,117,0
1,18,19,43,104,1
1,33,52,84,89,0
6,12,32,56,113,1
6,32,35,56,81,1
18,32,33,81,113,0
7,8,19,96,117,1
8,15,18,33,115,1
19,22,46,77,107,0
1,18,19,22,32,0
12,19,22,66,77,0
6,7,22,77,121,0
1,11,19,77,117,0
12,32,87,108,119,1
15,22,41,81,115,1
9,23,24,81,104,1
8,12,16,22,122,1
8,56,81,115,116,1
8,15,23,33,102,1
41,56,96,102,113,1
4,8,22,23,115,0
12,22,23,64,115,0
12,22,41,77,120,1
22,56,81,115,119,0
8,15,41,96,104,0
18,23,65,78,122,0
8,15,23,102,107,0
8,53,56,72,83,1
16,61,72,81,104,1
19,22,43,45,64,1
4,18,22,81,89,1
15,41,47,56,64,0
8,56,80,93,117,1
4,12,56,104,116,0
8,16,40,86,107,1
11,19,62,76,109,1
11,22,32,62,88,0
25,34,47,62,76,0
7,8,33,83,99,0
33,11,62,72,88,1
8,56,72,83,86,1
11,33,35,56,96,0
30,33,53,86,114,0
30,32,34,88,106,0
25,33,86,108,110,1
33,35,72,76,92,0
11,25,28,56,72,0
28,76,92,109,114,0
13,32,68,83,86,0
13,76,78,88,112,1
11,33,35,72,88,1
11,62,83,96,109,1
62,76,88,92,96,1
33,86,88,104,108,0
19,49,76,88,96,1
8,25,45,86,109,0
0,3,40,77,83,1
0,39,64,83,102,1
62,64,66,83,102,1
1,7,13,83,90,0
20,40,62,88,107,1
0,42,55,73,83,0
8,15,29,40,112,0
25,40,45,97,112,0
30,45,62,89,111,1
0,40,64,91,107,0
7,30,37,50,99,1
32,62,107,112,116,0
2,37,69,91,104,0
83,84,86,102,111,0
16,20,74,83,118,1
16,45,46,83,100,1
40,46,74,89,116,1
3,36,46,89,102,0
30,40,48,62,107,0
14,83,103,110,111,1
16,40,83,84,110,1
31,96,108,110,111,1
34,40,44,57,104,1
9,31,99,108,111,1
4,26,50,64,83,0
26,32,48,99,119,1
17,99,108,111,119,0
32,48,50,83,108,1
39,48,69,83,91,1
3,31,46,48,118,1
31,50,100,108,119,0
25,32,48,64,118,1
16,34,63,83,104,0
20,39,41,91,119,1
25,26,39,99,105,0
7,40,64,83,110,0
25,31,69,71,74,1
0,31,32,48,71,1
0,31,65,74,118,1
0,7,30,32,118,1
0,1,39,69,83,0
0,7,30,74,118,1
26,31,74,99,119,1
0,20,28,30,71,1
7,30,49,116,118,0
0,32,48,71,104,1
16,69,71,91,104,1
20,31,48,50,74,1
16,69,91,104,122,1
26,36,48,65,74,1
20,30,32,39,48,0
31,46,91,103,105,0
8,16,71,74,104,0
26,31,50,74,119,1
7,41,49,66,79,0
25,41,74,90,96,0
58,67,70,81,90,1
16,18,84,94,115,0
33,66,71,104,108,0
2,30,61,77,91,0
7,18,39,41,108,0
16,31,41,79,104,1
18,59,77,81,111,1
3,30,33,77,81,1
5,16,71,81,104,0
20,30,57,58,77,0
7,18,74,81,102,1
16,81,89,90,96,1
7,49,90,92,104,1
16,30,79,94,115,1
18,32,69,91,92,0
3,8,67,92,115,1
16,61,67,71,79,1
16,32,83,90,99,0
2,49,89,90,115,0
16,20,35,47,90,1
16,30,59,92,102,1
65,104,106,115,119,0
30,58,92,104,111,1
8,35,44,92,122,0
7,16,41,104,114,1
33,41,70,71,104,1
49,50,92,102,104,1
3,31,33,50,102,0
18,20,33,49,81,1
33,69,79,91,104,0
44,49,90,104,108,1
20,69,87,89,90,0
3,16,20,67,81,1
31,33,46,49,50,1
30,47,63,92,102,1
20,31,33,35,50,1
31,58,81,92,102,1
16,41,77,97,102,0
20,41,49,50,67,0
8,41,47,70,71,1
16,49,81,90,108,1
14,35,47,67,119,1
18,36,41,82,88,1
7,10,64,65,67,1
7,17,18,46,86,0
17,59,66,88,107,1
3,17,65,95,107,1
7,17,73,107,121,1
