hero1,hero2,hero3,hero4,hero5,result
8,11,27,41,121,1
54,80,87,91,107,1
27,47,70,72,116,0
1,28,51,61,105,1
0,61,72,80,87,1
57,75,99,116,121,1
8,37,41,80,107,0
24,87,102,107,121,0
29,37,71,96,100,1
24,29,37,55,106,0
37,41,53,77,118,1
29,53,71,81,102,1
37,60,73,80,101,1
27,29,37,57,73,0
29,37,71,80,121,1
0,27,53,71,106,0
37,57,86,106,107,1
0,57,74,75,99,1
1,41,53,86,117,1
8,37,58,61,99,0
0,50,51,57,106,0
34,57,61,75,77,1
43,53,57,75,80,1
53,55,87,106,115,0
0,51,94,96,102,1
0,3,9,51,80,0
7,61,75,80,105,1
54,67,74,75,77,0
0,27,43,75,77,0
31,37,41,57,86,0
51,53,57,80,100,1
53,57,75,80,100,0
1,57,67,75,99,0
7,24,29,61,96,0
0,24,29,71,82,0
24,51,96,102,106,0
24,51,70,102,106,0
5,33,47,89,94,1
33,35,57,80,89,1
5,36,47,68,94,1
8,23,39,77,105,1
0,8,92,101,110,1
33,35,46,47,89,1
36,68,96,97,101,1
46,47,92,105,121,1
5,23,47,105,121,1
26,43,47,89,105,0
5,86,89,105,110,1
31,36,46,77,106,1
94,13,33,47,85,1
0,13,83,94,104,0
28,36,46,68,77,0
0,5,49,55,92,1
46,89,96,97,116,0
0,20,47,51,82,1
0,11,47,51,110,1
5,23,39,81,105,1
12,37,41,46,97,0
7,36,67,77,106,1
8,33,86,94,101,1
23,49,55,68,81,0
18,20,25,43,86,0
35,36,46,67,96,0
0,51,62,81,101,1
12,31,77,92,106,0
33,57,77,89,94,0
0,13,47,51,121,1
0,3,14,81,85,1
55,64,71,77,92,1
55,57,64,85,86,1
8,47,51,55,105,0
51,57,99,105,110,0
21,33,72,77,110,1
24,49,90,92,105,0
0,15,21,50,58,1
33,47,51,72,121,0
14,33,55,74,75,1
5,33,35,47,89,0
60,62,81,101,105,0
14,41,51,91,99,0
0,15,77,92,121,0
51,57,81,105,106,1
0,57,77,85,106,1
2,5,13,47,102,1
2,24,67,74,102,0
5,12,24,50,95,1
2,5,45,71,102,0
7,50,62,75,90,0
50,57,67,75,100,0
24,51,57,58,105,0
5,55,60,106,119,1
13,21,33,62,81,0
27,33,35,77,89,0
7,21,55,100,119,1
36,48,63,81,84,1
9,53,55,118,119,1
5,47,70,102,118,1
46,53,75,77,89,1
13,26,51,53,79,1
5,26,38,50,119,0
28,47,102,118,119,1
5,63,77,118,119,1
9,36,39,47,70,1
47,51,53,101,119,1
9,21,43,48,55,0
5,47,53,70,118,0
7,47,70,75,100,0
29,51,53,77,102,0
20,23,29,74,99,0
24,46,51,70,99,1
2,27,63,96,118,0
58,50,57,67,85,1
58,67,102,113,118,0
24,67,81,84,119,0
35,50,64,84,118,0
7,27,48,78,106,1
9,16,83,91,96,1
16,50,61,72,85,1
46,48,73,77,87,0
20,29,80,85,106,1
44,61,70,72,96,1
5,16,61,89,96,1
16,50,51,66,106,1
48,78,96,97,118,1
16,46,72,80,97,1
17,44,54,85,96,1
27,44,69,96,97,0
49,70,72,99,118,0
36,54,61,80,112,1
9,48,55,78,97,0
6,17,36,54,81,1
9,16,17,72,103,0
16,17,55,72,85,1
7,16,72,83,97,1
16,53,72,78,80,0
48,58,78,80,111,1
7,43,48,78,111,1
48,65,78,96,97,1
45,51,62,65,109,0
37,40,48,72,78,0
0,40,54,92,104,0
18,92,100,101,115,0
8,41,96,110,117,1
26,50,61,104,105,1
21,26,35,41,96,0
30,41,47,106,117,1
17,31,45,72,92,0
30,41,85,86,110,0
50,66,105,106,117,0
49,61,80,87,101,0
43,46,48,50,61,1
47,57,91,101,117,1
47,55,72,106,117,0
3,31,32,51,55,0
25,46,53,96,117,0
57,75,92,100,115,1
8,81,105,106,118,0
6,21,28,57,86,0
0,9,21,26,77,1
9,26,80,83,92,0
53,88,89,95,115,0
57,62,68,75,77,0
21,25,71,99,121,1
36,72,80,95,99,1
6,41,50,57,81,1
25,35,41,46,86,0
21,36,73,80,115,0
32,36,51,57,61,1
33,51,57,80,99,0
22,26,36,50,61,0
51,57,58,68,77,1
51,72,80,92,121,1
36,86,92,95,121,1
6,45,51,57,100,1
36,45,50,51,73,1
6,13,47,53,60,1
32,36,51,62,95,1
6,41,45,46,50,1
3,61,72,80,92,1
6,50,57,60,100,1
41,55,61,81,92,1
29,36,45,71,100,0
47,51,57,92,104,1
41,49,81,95,107,1
6,21,50,57,121,0
24,57,58,92,107,0
6,72,80,81,92,1
6,26,45,61,77,0
6,72,115,117,121,1
13,35,51,92,99,0
6,33,80,99,101,1
41,61,72,92,115,1
6,57,80,119,121,0
6,47,61,66,67,1
13,62,80,101,117,1
41,46,50,81,117,1
51,72,80,92,104,0
6,36,47,82,95,1
41,74,92,96,101,1
27,41,61,92,96,1
41,57,92,99,118,0
26,36,43,61,80,0
6,60,61,62,115,0
6,33,47,57,106,1
6,57,113,117,121,1
6,50,101,106,117,0
6,41,72,80,99,1
60,61,92,101,121,0
61,75,92,96,107,0
20,50,61,73,92,1
41,55,72,73,92,1
57,80,117,119,121,0
13,35,42,50,72,0
50,57,61,81,92,0
36,61,66,80,100,0
16,69,77,83,104,1
77,88,95,100,114,0
32,36,42,63,95,1
6,57,61,106,115,1
6,30,61,80,100,1
7,42,63,72,83,0
32,36,60,71,104,1
36,41,43,57,115,1
32,36,75,95,104,0
6,57,61,81,104,1
69,72,83,106,115,0
36,44,45,72,99,1
33,36,72,73,96,1
1,24,33,45,72,0
44,72,87,96,99,1
36,57,73,75,96,0
6,11,38,47,99,1
11,32,36,38,58,1
6,27,36,72,73,1
6,11,50,60,99,1
11,32,36,67,99,1
1,6,24,45,107,0
27,32,36,73,75,0
6,17,32,44,72,1
47,58,79,84,87,1
38,43,79,81,84,0
58,72,77,79,87,1
11,41,96,104,119,1
6,41,58,107,119,0
60,81,84,92,100,0
32,44,73,87,102,0
11,27,32,44,105,1
11,36,44,51,100,1
15,24,27,75,87,1
6,11,27,58,75,1
0,27,35,38,57,0
57,72,79,85,104,0
11,27,49,79,99,0
15,18,34,50,108,1
19,64,77,104,114,1
77,91,102,104,116,1
11,19,43,72,104,0
18,24,50,56,121,0
20,78,97,104,116,1
29,35,108,114,116,1
12,77,81,104,105,1
8,15,33,78,119,1
11,78,97,113,119,0
1,29,54,113,117,0
1,61,104,114,119,1
61,75,77,83,108,1
15,77,104,105,114,0
61,62,75,77,102,0
23,34,81,94,104,1
23,35,78,104,114,1
12,23,34,72,104,1
22,33,61,83,122,1
34,49,78,104,119,1
11,12,23,29,81,1
24,33,57,99,104,1
29,43,77,81,119,1
1,7,23,78,81,1
9,61,81,96,119,1
11,23,35,61,77,1
23,77,100,102,104,1
20,23,29,81,94,1
15,22,61,78,119,1
34,54,67,99,119,1
35,77,104,114,116,1
25,34,66,99,104,0
56,78,81,100,119,0
23,94,96,104,114,1
12,23,34,104,122,1
61,74,77,114,116,0
23,63,78,96,104,1
64,75,96,102,104,1
24,29,35,75,115,0
12,24,29,77,119,1
23,29,96,100,102,1
1,8,30,81,92,1
20,61,77,92,104,0
24,63,75,78,104,0
9,16,22,30,96,1
1,23,72,83,96,0
11,12,23,24,30,1
23,34,78,104,106,1
16,22,35,92,96,0
11,35,67,119,122,1
11,12,104,119,122,0
22,23,24,35,104,1
16,30,96,102,106,0
12,36,77,104,113,1
9,23,34,81,104,1
9,23,80,102,104,1
29,35,36,81,115,1
7,33,57,75,99,0
27,34,36,61,104,1
8,35,38,80,109,1
7,23,35,77,92,1
22,36,77,95,97,0
57,70,80,104,106,1
12,38,57,77,109,1
9,23,34,50,61,0
57,60,80,99,119,1
0,34,53,96,104,1
38,57,73,77,119,1
23,34,80,104,106,0
73,77,104,114,119,0
9,36,38,57,104,0
42,53,56,57,76,1
11,52,76,77,119,0
11,18,47,62,85,1
13,28,42,76,92,1
28,56,77,97,114,1
11,28,47,92,97,1
52,57,69,86,92,0
18,55,69,78,86,1
6,53,56,77,114,1
13,47,48,49,56,1
11,24,63,76,88,0
28,47,55,76,88,0
18,43,56,86,114,0
69,92,104,110,114,1
32,34,64,92,104,0
19,62,77,104,114,0
13,47,56,81,85,1
13,56,70,86,104,0
19,47,72,93,97,1
11,47,48,92,100,1
19,56,57,81,91,0
22,56,86,92,96,0
28,50,60,72,85,1
37,50,57,60,97,1
19,47,93,95,108,0
42,56,69,78,93,1
8,19,28,63,76,0
6,47,54,69,107,0
43,45,55,75,105,0
32,52,55,64,87,1
23,45,74,107,109,0
10,32,52,68,83,0
54,55,62,64,87,0
71,87,91,107,109,1
14,43,52,85,107,0
45,52,69,71,109,0
30,32,79,85,100,0
11,45,87,100,118,0
27,74,75,87,109,0
64,71,73,84,87,1
3,11,51,55,60,1
3,64,71,84,107,1
6,24,37,41,101,1
6,37,41,60,101,1
3,11,44,48,52,0
30,37,41,45,70,1
28,83,104,109,117,0
14,28,42,60,83,1
5,31,36,71,73,0
16,73,77,83,90,1
16,83,100,102,104,0
52,62,83,84,109,0
8,31,45,83,100,1
14,28,60,89,109,1
16,31,47,74,104,1
3,6,31,77,101,1
31,47,54,83,101,0
14,28,60,83,109,0
14,77,83,100,109,1
20,27,48,100,107,0
16,31,45,73,90,1
32,36,48,74,84,0
16,45,73,89,101,0
16,52,71,78,110,1
28,84,87,99,109,1
31,77,83,100,104,0
6,30,32,37,41,1
16,31,45,73,90,1
16,52,71,84,107,0
16,45,51,73,90,0
8,31,45,51,62,1
30,37,41,70,77,1
28,71,84,87,109,1
31,45,51,73,90,1
15,47,49,72,87,0
44,54,87,97,102,0
8,11,49,62,87,0
31,45,85,97,100,1
31,40,51,52,90,1
40,52,67,97,109,1
31,35,60,85,97,0
31,32,52,87,90,0
32,49,72,112,119,1
6,27,73,87,90,0
45,62,97,109,113,0
7,62,87,97,109,1
6,9,54,87,90,1
31,45,73,85,90,0
15,31,71,87,101,1
28,31,71,83,97,1
6,32,72,90,100,1
15,44,49,72,81,1
6,54,62,72,90,1
12,32,44,49,83,1
21,44,54,65,97,0
15,21,31,52,62,1
52,73,87,90,109,0
15,40,44,47,101,0
6,47,67,71,101,0
32,60,63,87,109,1
3,25,69,72,81,1
25,45,63,64,72,0
40,54,87,109,111,0
64,71,82,87,121,1
20,28,31,60,67,1
20,27,47,109,121,0
25,34,62,66,74,1
49,64,65,72,87,0
24,62,64,72,101,0
36,47,64,84,94,1
18,20,49,70,96,1
6,41,45,53,65,1
3,36,64,81,84,1
14,36,42,96,97,1
32,47,64,84,94,0
28,36,71,84,109,0
6,14,50,61,97,1
12,37,41,85,96,1
12,41,51,61,97,1
20,62,87,95,99,1
20,54,87,95,96,1
34,45,66,87,97,1
6,12,37,41,99,0
16,45,47,63,97,1
16,87,96,97,101,1
2,15,47,96,97,1
6,32,34,62,69,1
4,32,72,87,101,1
20,47,62,87,95,1
6,34,69,96,97,0
47,62,87,97,101,1
6,37,41,45,66,1
2,4,47,49,84,1
14,62,72,87,96,1
6,69,72,96,97,1
3,20,45,87,95,1
14,63,87,96,119,1
2,34,62,72,96,0
30,32,69,73,87,1
24,62,67,79,83,1
6,20,40,95,97,1
32,79,83,100,119,1
2,45,62,84,89,1
2,3,30,32,101,1
24,47,62,87,95,0
3,69,77,83,85,0
4,69,72,87,121,0
4,6,10,34,97,0
27,32,44,55,104,0
43,50,84,87,122,1
47,71,84,85,121,0
8,37,40,48,121,0
32,34,44,51,62,1
30,60,62,77,85,1
6,37,45,83,122,1
6,30,45,62,75,1
37,48,50,84,99,1
49,77,80,104,120,0
4,14,37,68,83,1
14,43,48,83,122,1
32,49,66,83,87,0
3,43,51,55,70,1
5,37,70,87,96,0
14,32,44,51,99,0
60,62,104,109,122,1
4,43,48,50,84,1
14,37,51,68,122,1
6,30,47,60,74,1
30,45,50,62,85,1
37,60,85,104,110,1
32,40,60,85,104,1
43,51,85,101,104,0
18,30,39,48,62,1
47,73,84,85,96,1
37,68,69,74,83,0
14,15,50,99,120,0
62,70,77,83,104,1
6,37,50,74,84,1
48,51,55,82,91,0
6,60,94,96,104,0
35,40,68,88,104,1
15,60,88,96,104,1
37,46,60,68,88,1
5,25,40,49,89,1
14,35,68,119,122,1
32,42,45,83,93,1
4,32,44,69,87,1
28,34,37,60,85,1
18,25,50,62,81,0
6,37,50,96,104,1
18,32,48,55,94,1
47,61,62,84,119,1
5,40,47,85,89,0
25,30,37,83,96,0
2,14,27,49,83,1
37,14,60,85,122,1
5,35,48,83,99,1
54,60,71,84,85,1
14,40,51,82,116,0
2,14,83,86,97,0
35,42,63,68,75,1
32,61,68,104,119,1
39,40,44,46,66,1
29,30,48,62,88,0
6,14,50,62,99,1
43,48,60,104,122,1
35,40,47,51,68,1
6,30,60,62,80,1
35,50,60,68,104,0
37,50,68,84,96,1
6,49,60,96,104,1
43,45,47,48,87,0
45,50,62,70,84,1
30,50,62,68,77,1
35,40,68,78,122,1
32,35,48,60,102,1
3,55,60,68,104,1
37,47,48,67,99,1
6,30,35,45,122,1
25,40,45,50,66,1
60,62,70,77,102,1
5,28,50,68,99,1
37,44,50,66,102,0
5,37,40,48,50,0
45,48,55,73,83,0
2,15,32,45,50,1
45,48,49,87,96,1
27,30,50,62,70,0
14,37,68,83,99,1
32,37,46,68,89,1
5,6,28,60,99,1
35,37,50,68,84,1
14,25,37,50,122,1
25,45,48,63,99,0
0,45,61,67,96,1
2,35,48,51,104,0
0,25,62,84,96,0
14,25,37,85,122,0
45,48,60,74,84,1
47,61,84,89,111,1
5,50,61,96,111,1
45,48,87,96,117,0
5,40,51,60,61,0
32,35,46,48,89,1
27,46,48,89,97,1
26,35,77,107,120,0
32,50,68,84,97,1
3,8,32,48,60,1
5,32,50,91,119,0
11,51,86,91,119,0
11,28,39,40,107,1
28,64,77,84,113,0
14,28,31,75,85,0
28,39,46,107,111,1
16,45,69,83,91,1
0,47,51,77,105,1
25,26,63,83,96,1
16,47,51,81,104,0
0,25,28,31,80,1
0,27,66,77,91,0
14,48,71,83,86,0
30,62,96,107,111,1
4,25,26,48,61,1
28,46,89,96,105,1
4,6,30,37,69,1
26,36,45,74,111,0
4,6,26,30,61,1
30,33,45,48,62,0
4,25,48,61,101,1
5,28,32,51,68,0
25,44,63,90,96,1
41,47,51,84,91,1
4,46,48,74,89,1
48,69,87,91,96,0
4,6,14,17,83,1
3,6,46,61,89,0
4,30,55,70,77,1
3,14,33,77,83,1
26,48,62,89,115,1
32,33,55,85,90,0
14,25,63,77,96,1
25,46,62,63,89,1
106,7,30,44,115,1
21,57,74,77,115,1
46,58,61,68,92,1
45,48,62,67,77,1
23,24,30,36,62,0
25,62,101,115,119,0
50,62,68,84,92,0
29,40,48,64,91,1
61,67,85,96,102,1
47,62,64,67,88,0
25,69,70,80,91,0
12,44,75,82,96,0
32,57,74,83,88,0
14,35,40,83,85,1
14,50,83,88,117,0
2,45,57,83,121,0
3,19,29,115,118,0
32,35,46,68,89,0
24,27,50,70,90,1
6,14,49,83,99,0
14,37,45,51,85,0
2,35,40,46,75,0
62,68,77,85,106,0
27,68,92,96,108,0
42,50,61,67,102,0
5,24,27,60,85,1
14,24,54,70,83,1
24,60,62,68,90,1
46,48,59,61,67,1
0,4,27,60,68,1
16,27,67,74,102,1
14,62,83,109,115,0
0,27,47,50,85,1
32,48,69,87,91,0
23,61,67,71,108,0
0,24,25,27,83,1
8,24,29,48,106,1
14,44,54,62,87,1
27,57,75,106,119,1
0,4,27,75,85,1
32,60,63,85,101,1
14,25,62,83,91,0
8,27,48,60,61,1
2,5,61,74,83,0
30,32,64,85,121,1
16,24,27,51,82,1
54,57,60,91,92,1
47,64,68,82,83,0
4,35,48,75,107,0
27,30,44,60,74,0
32,36,43,46,50,1
23,37,54,101,107,1
14,50,61,70,99,0
50,54,57,68,96,1
27,60,74,85,108,1
7,46,62,85,115,0
50,57,70,71,110,0
50,57,68,96,110,1
27,60,61,85,93,1
27,57,60,62,68,1
3,27,46,70,89,1
0,24,36,62,83,1
27,64,68,93,101,0
18,23,25,74,77,1
27,42,60,63,80,0
14,27,36,60,62,1
6,37,54,57,83,1
14,24,70,83,100,0
18,24,48,82,96,1
27,29,34,40,70,0
47,49,60,85,108,1
48,57,74,83,90,0
6,14,45,62,83,1
20,54,67,85,99,1
27,36,60,96,108,0
14,62,83,85,117,1
45,57,70,75,100,0
46,29,48,50,74,1
14,25,32,70,91,1
25,36,57,61,115,0
14,35,48,75,122,1
2,27,46,62,83,0
48,54,57,60,62,0
0,32,36,83,106,0
46,48,63,83,96,0
8,62,87,88,115,1
32,36,57,60,100,1
12,27,44,45,87,1
18,57,77,83,100,1
14,25,32,63,75,0
25,30,54,100,112,0
37,57,87,88,122,0
8,35,40,42,83,1
4,7,67,70,91,1
32,44,46,89,100,0
48,60,69,86,91,1
24,30,58,60,85,1
6,23,45,67,74,1
27,70,74,83,115,1
4,44,54,84,107,1
14,19,62,83,115,0
40,57,60,70,91,0
12,40,44,67,110,1
23,27,30,32,48,0
0,45,48,60,106,0
24,70,77,100,107,0
8,25,70,81,99,0
32,46,48,75,100,0
6,14,71,83,110,1
32,36,71,74,83,1
32,43,60,65,85,1
14,54,83,88,96,1
43,48,57,60,71,1
0,17,58,83,111,1
8,43,48,71,83,0
11,27,62,67,88,0
0,40,57,83,110,1
32,48,67,102,110,1
8,32,48,60,61,1
48,67,74,80,102,0
30,43,80,83,96,1
30,51,80,99,110,0
27,57,60,61,70,0
18,36,101,106,115,1
16,42,62,83,121,1
46,61,70,71,89,1
8,60,62,70,121,1
27,48,75,110,115,1
27,32,70,75,82,0
40,46,48,89,110,1
27,70,75,115,121,1
0,4,27,60,117,1
17,45,60,77,85,1
18,45,48,57,110,0
8,63,83,85,115,0
14,45,70,73,83,0
57,62,75,85,115,0
23,48,62,67,110,0
14,70,83,91,115,1
17,27,75,81,107,1
34,63,67,77,85,1
8,54,60,85,96,1
14,61,75,96,105,0
43,46,55,75,119,1
64,67,102,106,119,0
50,57,77,85,110,0
27,60,80,110,119,1
17,45,94,107,111,1
33,77,83,101,110,1
24,75,94,105,115,0
8,25,54,75,80,0
0,6,17,75,96,1
30,33,94,96,102,0
14,67,77,110,119,0
6,14,49,60,113,0
47,57,60,70,110,0
27,62,70,83,102,1
8,53,60,68,115,0
3,25,26,30,80,1
14,25,62,117,119,1
32,62,85,101,119,1
23,67,74,77,109,0
4,16,35,80,87,1
27,75,77,105,110,1
27,54,62,75,77,0
18,57,75,100,115,0
5,25,43,75,110,0
6,45,46,62,75,1
0,80,83,87,100,1
17,30,32,74,111,1
17,32,83,101,111,0
4,18,57,85,110,0
27,60,62,68,112,0
60,62,68,84,111,1
25,27,61,75,96,0
47,67,70,100,115,0
8,27,60,62,68,0
6,27,45,75,91,0
40,75,101,105,121,1
32,57,75,87,117,1
6,32,52,75,110,0
60,71,74,101,111,1
35,40,60,109,111,0
14,42,62,99,104,1
18,28,80,83,101,1
40,57,83,111,117,1
3,48,60,85,101,1
32,74,75,101,105,0
3,64,68,87,117,0
17,49,107,111,115,0
28,45,66,83,111,1
17,33,74,104,108,1
0,17,33,71,104,0
31,45,69,74,83,0
31,32,60,62,84,0
27,31,47,57,87,1
74,79,96,104,111,1
25,46,62,104,117,0
25,34,35,96,104,1
18,45,60,101,106,1
27,31,35,50,60,1
31,60,94,96,101,1
26,60,85,99,121,1
30,62,68,96,108,1
60,85,96,100,101,0
18,26,66,83,106,0
43,45,57,85,107,1
27,31,60,115,121,0
4,35,83,90,107,1
25,37,41,55,57,0
14,80,87,94,107,0
60,61,62,85,104,0
4,18,32,83,90,0
30,45,60,62,120,1
31,35,57,60,122,1
17,83,99,101,107,1
31,83,90,94,99,0
18,30,60,62,122,0
25,75,77,101,106,1
57,60,62,68,86,1
46,62,83,86,107,0
29,32,36,64,91,0
7,48,80,104,110,0
27,31,79,83,94,0
6,55,60,74,80,1
26,46,48,73,89,0
9,18,24,51,97,0
3,26,77,83,119,0
9,18,35,50,118,0
26,45,68,83,100,0
5,6,55,60,61,0
35,46,60,70,99,1
32,43,60,68,104,1
60,68,73,90,104,1
3,18,75,81,122,0
1,31,55,92,107,0
3,7,29,48,55,0
55,62,64,70,104,0
28,92,104,108,120,0
6,30,45,62,104,0
35,55,70,89,104,0
3,26,45,51,92,1
26,28,109,115,119,0
5,45,50,68,100,0
5,49,71,89,92,1
40,57,68,89,121,0
26,48,74,87,113,0
27,62,85,90,118,0
8,31,59,62,83,1
28,50,68,101,118,0
53,57,70,87,122,0
18,57,75,97,115,0
47,49,66,75,87,0
31,49,62,83,108,0
46,80,83,100,109,0
0,41,67,86,115,1
2,20,24,29,35,0
28,90,92,109,113,1
6,57,73,75,81,1
30,64,75,106,113,0
28,31,45,92,101,0
5,50,75,83,100,0
26,70,83,106,118,0
11,75,96,97,109,1
7,62,83,90,92,1
41,83,86,107,108,0
28,62,104,109,113,0
41,49,66,96,111,0
4,41,66,67,104,0
35,75,83,86,90,0
27,50,70,75,106,1
27,31,62,102,119,0
26,29,68,71,97,0
70,83,90,96,97,0
8,17,68,71,75,1
6,57,83,100,115,0
47,50,57,70,74,1
29,57,69,97,99,0
35,57,83,115,116,0
32,46,73,75,109,0
28,62,66,87,109,0
18,26,83,94,115,1
47,49,57,70,75,1
47,50,57,70,110,1
6,47,57,83,94,1
18,28,32,66,83,0
11,54,62,70,83,1
40,75,87,97,109,0
47,54,70,107,113,0
45,61,107,111,113,0
17,18,40,50,57,0
35,48,57,77,83,0
18,26,45,62,83,0
18,27,58,60,111,0
47,57,62,70,75,1
62,67,70,86,101,1
60,62,68,83,90,1
5,68,74,83,96,0
11,31,55,73,83,0
28,31,57,62,75,0
62,68,87,96,102,0
11,41,43,50,67,1
12,70,87,115,121,1
11,41,45,87,121,1
43,67,70,102,115,1
50,57,61,75,87,0
32,44,62,87,101,1
12,70,75,77,121,1
57,62,67,77,119,0
25,62,75,101,122,1
60,70,87,102,121,1
70,87,96,97,102,1
25,87,101,115,121,1
12,24,32,70,83,1
51,55,57,70,106,1
0,7,87,117,122,0
2,45,57,75,121,1
32,75,87,102,117,1
1,70,106,115,119,1
24,61,70,80,87,1
37,41,51,71,77,0
37,41,51,57,101,1
34,51,61,62,75,1
8,41,62,87,115,1
63,70,80,83,102,0
12,70,74,87,115,0
0,32,57,62,87,1
0,24,62,87,101,0
27,75,87,115,121,0
51,72,75,80,121,1
32,57,74,87,119,1
24,51,62,75,96,0
41,51,77,90,110,0
25,51,57,62,81,1
0,1,51,106,115,1
32,51,57,75,117,1
37,41,50,84,87,1
0,77,80,101,121,0
24,49,70,96,107,0
51,70,74,108,115,1
70,83,100,102,115,0
51,57,75,99,117,1
1,51,70,115,117,0
9,57,62,70,87,0
32,37,41,51,72,0
8,19,75,77,106,1
45,75,87,96,106,1
0,41,51,110,118,1
51,57,74,75,115,1
2,51,57,60,62,1
37,43,64,77,107,0
2,51,74,77,102,1
25,57,62,63,75,0
0,1,35,51,115,0
67,75,97,108,115,1
9,32,51,75,106,1
51,57,75,94,115,1
11,87,92,94,115,1
8,51,57,85,121,1
45,51,57,58,75,0
51,57,70,71,106,0
32,36,84,116,121,1
36,43,87,108,115,0
8,14,73,87,109,0
5,25,28,40,67,1
37,41,77,90,119,1
5,31,87,96,97,1
14,50,70,96,97,0
18,33,35,47,65,1
26,33,77,87,106,0
40,51,70,101,110,0
0,46,62,89,115,0
47,57,75,97,105,1
25,57,62,75,99,1
4,31,57,87,96,1
31,32,46,87,121,0
4,33,47,51,101,1
20,47,54,67,85,0
5,28,75,80,105,1
26,31,36,62,115,0
33,43,47,67,72,1
5,75,80,94,105,0
50,51,57,75,121,0
14,31,43,87,96,1
24,25,33,43,104,0
28,31,57,62,87,1
33,51,62,66,96,0
5,25,32,43,75,0
28,31,51,57,99,0
0,11,53,86,87,0
31,32,51,69,97,0
33,47,83,94,101,0
36,57,75,104,110,1
0,18,47,102,110,1
53,57,60,96,116,0
2,14,35,67,115,1
0,11,77,87,100,0
55,57,62,75,105,1
14,18,47,55,70,0
20,36,67,94,104,1
46,75,81,105,110,1
24,31,51,94,104,1
14,60,62,104,105,1
2,32,35,57,92,0
18,20,31,45,62,1
47,51,57,75,121,1
5,24,51,62,105,1
62,72,85,104,105,1
28,51,57,99,111,1
20,25,43,55,67,1
25,57,62,75,115,0
2,13,32,35,51,1
14,51,86,94,116,1
18,20,28,51,81,0
46,51,96,110,116,0
14,32,74,87,116,0
33,57,62,67,96,1
31,47,51,102,121,1
0,12,57,62,67,1
0,5,24,62,87,0
4,75,77,87,102,0
2,32,51,55,100,0
26,36,51,53,115,0
2,27,60,62,81,0
27,36,96,106,119,1
2,5,51,53,62,0
14,33,55,67,99,0
26,38,53,67,115,1
26,36,58,67,96,1
13,38,58,68,77,0
14,38,85,99,117,1
57,58,85,96,119,1
17,18,50,101,119,1
20,25,47,67,100,1
51,61,66,99,119,1
32,38,72,75,100,1
50,68,81,102,118,0
11,36,96,100,119,1
25,53,72,115,119,0
32,38,66,99,119,0
10,27,38,49,77,0
37,51,69,101,115,1
16,38,49,96,102,0
27,35,37,118,119,0
18,20,69,91,115,1
41,67,80,101,110,1
37,51,57,69,96,0
28,88,96,102,107,0
44,62,66,88,115,1
30,50,54,70,117,1
9,51,75,101,122,0
50,51,70,84,97,0
57,83,88,106,115,0
17,51,69,84,86,0
50,70,83,101,110,1
44,90,97,113,115,1
11,47,67,75,110,0
41,44,66,110,115,1
31,67,86,101,106,0
40,44,66,69,91,0
31,32,75,106,113,1
30,31,55,99,112,1
26,36,45,51,91,1
30,54,61,70,92,0
26,32,51,109,110,1
36,67,102,110,115,0
51,62,88,96,101,1
41,80,83,97,101,0
31,50,51,62,101,1
0,26,32,51,106,1
27,35,41,47,67,1
51,68,101,115,121,0
50,55,57,75,119,1
25,57,62,75,99,1
25,26,50,91,119,1
51,54,96,101,106,1
0,30,50,62,102,1
26,28,31,83,96,1
57,68,83,99,110,1
64,75,104,107,115,1
37,41,47,51,57,1
16,30,51,62,117,1
30,32,88,91,117,0
41,50,57,67,97,1
41,47,51,61,90,0
6,26,32,51,62,1
6,57,75,94,96,1
50,51,57,117,119,0
31,45,51,57,94,0
18,32,55,75,121,1
26,51,75,94,96,1
0,51,101,110,115,0
30,35,50,51,117,0
6,71,115,118,121,1
45,53,57,101,117,1
6,41,57,77,100,1
81,88,95,96,121,1
6,9,60,95,99,1
57,75,99,106,117,1
41,46,53,88,96,1
6,15,71,95,115,0
32,62,68,72,117,1
32,41,51,57,81,0
6,20,67,96,121,1
0,57,62,115,117,0
22,54,88,96,104,1
6,26,43,45,83,0
33,41,46,96,121,0
51,74,88,96,102,1
7,67,68,72,121,0
0,2,41,96,104,1
6,32,57,104,117,0
32,51,68,71,81,0
21,57,62,68,71,0
24,36,58,77,95,1
24,51,86,94,95,0
24,74,88,96,107,1
24,25,107,115,121,1
6,24,58,107,115,0
24,46,51,62,101,0
6,41,45,53,57,0
2,36,45,54,96,0
11,88,96,99,117,0
24,29,40,54,121,0
50,57,68,83,121,0
6,24,36,73,96,0
32,46,62,68,92,1
6,21,46,62,80,1
26,32,68,92,110,0
6,36,72,81,99,1
6,45,57,61,92,1
96,6,20,67,104,1
32,53,57,68,92,0
2,36,45,46,62,0
24,72,106,107,115,1
61,77,81,92,117,0
6,81,92,108,115,0
36,48,57,106,115,0
24,28,88,96,107,1
71,92,96,101,121,0
25,62,65,80,111,0
24,32,74,85,87,1
11,21,62,99,109,0
24,70,107,115,121,1
16,81,84,89,104,1
47,55,87,104,105,1
27,36,47,61,89,1
40,55,74,83,105,0
25,57,60,96,121,0
0,26,28,32,83,1
36,38,47,84,99,0
72,75,87,99,110,1
72,87,92,102,121,0
32,36,61,72,75,1
31,36,45,72,100,0
15,32,36,68,110,0
0,11,87,99,106,1
6,55,61,75,99,1
